,Title,Price,Rooms,Area,Floor,Building Floors,Condition,Material,Address,Lift,Security,Internet,Playground,Sauna,Sewerage,Fridge,Telephone Line,Separate Bathrooms,Surveillance,Pool,Water,Microwave,Parking,AC,TV,Washing Machine,Cable TV,Furniture,Gas
2182,3-комнатная квартира на продажу,137 000 у.е.,3,100 м²,7,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Семург, улица Паркент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,3-комнатная квартира на продажу,100 000 у.е.,3,65 м²,1,9,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, жилой комплекс Нью Лайф",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,3-комнатная квартира на продажу,115 000 у.е.,3,80 м²,2,5,Средний,Кирпичный,"город Ташкент, Чиланзарский район, квартал Ц, улица Мехр",0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
2185,1-комнатная квартира на продажу,50 200 у.е.,1,45 м²,1,4,Средний,Монолитный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-2, улица Феруза",0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
2186,2-комнатная квартира на продажу,78 000 у.е.,2,46 м²,1,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,1-комнатная квартира на продажу,36 000 у.е.,1,33.23 м²,2,3,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,1-комнатная квартира на продажу,39 000 у.е.,1,39 м²,4,4,Требует ремонта,Монолитный,"город Ташкент, Мирзо-Улугбекский район, 4-й квартал",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2189,4-комнатная квартира на продажу,157 000 у.е.,4,100 м²,4,9,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Темурийлар, улица Амир Темур",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,2-комнатная квартира на продажу,80 000 у.е.,2,61.02 м²,3,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Ахмада Югнаки, улица Ахмада Югнаки",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
2191,1-комнатная квартира на продажу,46 000 у.е.,1,30 м²,4,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Богзар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,1-комнатная квартира на продажу,46 000 у.е.,1,35 м²,4,4,Авторский проект,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-1",0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
2193,2-комнатная квартира на продажу,76 137.41 у.е.,2,61.99 м²,5,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
2194,4-комнатная квартира на продажу,85 000 у.е.,4,92 м²,8,9,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Хумаюн",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,2-комнатная квартира на продажу,78 000 у.е.,2,45 м²,1,4,Авторский проект,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
2196,3-комнатная квартира на продажу,100 000 у.е.,3,72 м²,4,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, жилой комплекс Эльбек",0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2197,3-комнатная квартира на продажу,90 000 у.е.,3,83 м²,6,9,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,1-комнатная квартира на продажу,39 500 у.е.,1,30 м²,5,5,Авторский проект,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Фазогир, улица Корасув",0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
2199,1-комнатная квартира на продажу,51 990.59 у.е.,1,42.33 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
2200,1-комнатная квартира на продажу,42 000 у.е.,1,42 м²,9,12,Черновая отделка,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2201,3-комнатная квартира на продажу,135 000 у.е.,3,78 м²,7,10,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, жилой комплекс Dream House",1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
2202,1-комнатная квартира на продажу,50 500 у.е.,1,42 м²,4,5,Евроремонт,Монолитный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Мехржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2-комнатная квартира на продажу,64 500 у.е.,2,53 м²,2,4,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,1-комнатная квартира на продажу,55 000 у.е.,1,26 м²,1,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1
2205,3-комнатная квартира на продажу,108 000 у.е.,3,67 м²,3,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,2-комнатная квартира на продажу,89 439.04 у.е.,2,72.82 м²,8,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,2-комнатная квартира на продажу,70 000 у.е.,2,55 м²,3,5,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Фархад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,3-комнатная квартира на продажу,84 999 у.е.,3,63 м²,2,5,Средний,Панельный,"город Ташкент, Чиланзарский район, квартал Ц, улица Мехр",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,2-комнатная квартира на продажу,87 500 у.е.,2,52 м²,2,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,3-комнатная квартира на продажу,78 500 у.е.,3,63 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,2-комнатная квартира на продажу,105 999 у.е.,2,40 м²,7,10,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, массив Алай, улица Олой Бозори",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,1-комнатная квартира на продажу,51 990.59 у.е.,1,42.33 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
2213,2-комнатная квартира на продажу,79 000 у.е.,2,52 м²,3,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,2-комнатная квартира на продажу,68 000 у.е.,2,60 м²,5,9,Средний,Монолитный,"город Ташкент, Чиланзарский район, квартал Е, улица Мукими",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,2-комнатная квартира на продажу,90 000 у.е.,2,65 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,3-комнатная квартира на продажу,83 000 у.е.,3,68 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Чиланзар, улица Мукими",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,3-комнатная квартира на продажу,90 000 у.е.,3,75 м²,4,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мирабад, улица Нукус",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,4-комнатная квартира на продажу,170 000 у.е.,4,136 м²,6,8,Авторский проект,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Ачабад, 30-й тупик Сагбан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,2-комнатная квартира на продажу,27 000 у.е.,2,43 м²,1,5,Евроремонт,Кирпичный,"Хорезмская область, Ургенч, махаллинский сход граждан Учкуприк, проспект Аль-Хорезми",0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1
2220,1-комнатная квартира на продажу,60 000 у.е.,1,38 м²,4,12,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 13-й квартал, улица Ниязбек",1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2221,2-комнатная квартира на продажу,67 000 у.е.,2,54 м²,3,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ахилобод, улица Ниязбек",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2222,2-комнатная квартира на продажу,60 500 у.е.,2,45 м²,4,4,Авторский проект,Панельный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
2223,2-комнатная квартира на продажу,74 000 у.е.,2,52 м²,8,9,Евроремонт,Монолитный,"город Ташкент, Яккасарайский район, массив Башлык, Малая кольцевая дорога",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2224,1-комнатная квартира на продажу,42 508.72 у.е.,1,34.61 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2225,1-комнатная квартира на продажу,42 508.72 у.е.,1,34.61 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2226,3-комнатная квартира на продажу,69 900 у.е.,3,67 м²,2,4,Средний,Панельный,"город Ташкент, Чиланзарский район, 8-й квартал",0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1
2227,3-комнатная квартира на продажу,89 000 у.е.,3,50 м²,7,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Семург, улица Паркент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,2-комнатная квартира на продажу,28 500 у.е.,2,49 м²,9,10,Черновая отделка,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Наврузобод",1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
2229,2-комнатная квартира на продажу,50 500 у.е.,2,42 м²,3,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Мехржон",0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
2230,2-комнатная квартира на продажу,79 999 у.е.,2,62 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
2231,2-комнатная квартира на продажу,89 439.04 у.е.,2,72.82 м²,8,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,3-комнатная квартира на продажу,110 000 у.е.,3,86 м²,3,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, жилой комплекс Эльбек",0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2233,1-комнатная квартира на продажу,40 000 у.е.,1,42 м²,2,4,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Бегубор",0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1
2234,2-комнатная квартира на продажу,66 900 у.е.,2,58 м²,3,5,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Уч Кахрамон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,4-комнатная квартира на продажу,161 000 у.е.,4,14 м²,7,10,Черновая отделка,Кирпичный,"город Ташкент, Яккасарайский район, жилой комплекс Милано",1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2236,5-комнатная квартира на продажу,91 000 у.е.,5,111.22 м²,8,9,Средний,Панельный,"город Ташкент, Яккасарайский район, массив Башлык",1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1
2237,3-комнатная квартира на продажу,103 023.16 у.е.,3,83.88 м²,7,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2238,2-комнатная квартира на продажу,89 000 у.е.,2,63 м²,3,4,Евроремонт,Блочный,"город Ташкент, Юнусабадский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,2-комнатная квартира на продажу,55 500 у.е.,2,58 м²,3,9,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,3-комнатная квартира на продажу,89 000 у.е.,3,65 м²,3,4,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинар",0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0
2241,1-комнатная квартира на продажу,44 700 у.е.,1,38 м²,1,4,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,3-комнатная квартира на продажу,62 000 у.е.,3,70 м²,4,4,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,2-комнатная квартира на продажу,74 896.91 у.е.,2,60.98 м²,8,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2244,1-комнатная квартира на продажу,48 500 у.е.,1,38 м²,3,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,3-комнатная квартира на продажу,76 500 у.е.,3,76 м²,3,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,2-комнатная квартира на продажу,70 000 у.е.,2,60 м²,4,5,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Юртабад",0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0
2247,2-комнатная квартира на продажу,55 500 у.е.,2,60 м²,4,4,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, 9-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,1-комнатная квартира на продажу,62 500 у.е.,1,35 м²,2,11,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Юртабад",1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0
2249,1-комнатная квартира на продажу,42 000 у.е.,1,42 м²,9,12,Черновая отделка,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2250,3-комнатная квартира на продажу,84 000 у.е.,3,72 м²,1,4,Авторский проект,Панельный,"город Ташкент, Алмазарский район, массив Чимбай",0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
2251,2-комнатная квартира на продажу,53 500 у.е.,2,62 м²,5,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,2-комнатная квартира на продажу,67 000 у.е.,2,58 м²,2,5,Авторский проект,Панельный,"город Ташкент, Юнусабадский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,2-комнатная квартира на продажу,61 500 у.е.,2,55 м²,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Отчопар-1, Шахристанская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,4-комнатная квартира на продажу,92 500 у.е.,4,92 м²,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Собиробод",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,4-комнатная квартира на продажу,89 000 у.е.,4,80 м²,3,4,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,2-комнатная квартира на продажу,83 875.2 у.е.,2,68.29 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2257,5-комнатная квартира на продажу,105 000 у.е.,5,112 м²,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,2-комнатная квартира на продажу,52 500 у.е.,2,60 м²,5,5,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ахилобод, улица Ниязбек",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,2-комнатная квартира на продажу,54 500 у.е.,2,58 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Абад, улица Зарбулак",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,1-комнатная квартира на продажу,47 500 у.е.,1,38 м²,2,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Юртабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,1-комнатная квартира на продажу,40 500 у.е.,1,36 м²,3,4,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Хусниабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,1-комнатная квартира на продажу,49 607.84 у.е.,1,40.39 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1
2263,2-комнатная квартира на продажу,62 000 у.е.,2,58 м²,2,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,3-комнатная квартира на продажу,69 900 у.е.,3,64 м²,2,4,Средний,Панельный,"город Ташкент, Чиланзарский район, 8-й квартал",0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
2265,4-комнатная квартира на продажу,95 000 у.е.,4,120 м²,7,9,Средний,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ал-Бухорий, улица Тузел 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,3-комнатная квартира на продажу,99 000 у.е.,3,100 м²,5,7,Требует ремонта,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Караташ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,3-комнатная квартира на продажу,91 200 у.е.,3,76 м²,2,8,Черновая отделка,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, улица Султанали Машхади",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,4-комнатная квартира на продажу,80 000 у.е.,4,95 м²,5,9,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1
2269,1-комнатная квартира на продажу,25 000 у.е.,1,20 м²,3,3,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Минглола",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,3-комнатная квартира на продажу,143 000 у.е.,3,80 м²,3,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Нур, улица Шастри",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,1-комнатная квартира на продажу,56 500 у.е.,1,40 м²,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Элабад, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,2-комнатная квартира на продажу,62 000 у.е.,2,55 м²,4,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Дилбулак, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,3-комнатная квартира на продажу,73 000 у.е.,3,78 м²,2,5,Средний,Панельный,"город Ташкент, Сергелийский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,2-комнатная квартира на продажу,61 000 у.е.,2,60.08 м²,2,9,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,1-комнатная квартира на продажу,42 000 у.е.,1,42 м²,9,12,Черновая отделка,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2276,3-комнатная квартира на продажу,40 000 у.е.,3,67 м²,5,5,Требует ремонта,Кирпичный,"Ташкентская область, Чирчик, улица Маданият",0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2277,3-комнатная квартира на продажу,72 000 у.е.,3,87 м²,9,9,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Минглола",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,3-комнатная квартира на продажу,93 600 у.е.,3,78 м²,1,9,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, массив Северный Алмазар, улица Шимолий Олмазор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,1-комнатная квартира на продажу,28 900 у.е.,1,21 м²,2,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,1-комнатная квартира на продажу,46 200 у.е.,1,44 м²,5,9,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, массив Северный Алмазар, улица Шимолий Олмазор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,2-комнатная квартира на продажу,61 000 у.е.,2,60.08 м²,2,9,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,3-комнатная квартира на продажу,70 200 у.е.,3,78 м²,9,9,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, массив Северный Алмазар, улица Шимолий Олмазор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,3-комнатная квартира на продажу,210 000 у.е.,3,100 м²,6,10,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, Muhtasham turar-joy majmuasi, улица Ниёзбек Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,2-комнатная квартира на продажу,41 000 у.е.,2,38 м²,4,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, улица Янгибозор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,3-комнатная квартира на продажу,74 100 у.е.,3,78 м²,7,9,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, массив Северный Алмазар, улица Шимолий Олмазор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,2-комнатная квартира на продажу,85 000 у.е.,2,40 м²,7,11,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, Poytaxt gavhari turar-joy majmuasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,3-комнатная квартира на продажу,103 023.16 у.е.,3,83.88 м²,7,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
2288,1-комнатная квартира на продажу,41 800 у.е.,1,44 м²,7,9,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, массив Северный Алмазар, улица Шимолий Олмазор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,2-комнатная квартира на продажу,97 000 у.е.,2,56 м²,8,8,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Дилбулак, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,1-комнатная квартира на продажу,52 800 у.е.,1,44 м²,1,9,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, массив Северный Алмазар, улица Шимолий Олмазор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,3-комнатная квартира на продажу,81 900 у.е.,3,78 м²,5,9,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, массив Северный Алмазар, улица Шимолий Олмазор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
