,Title,Price,Rooms,Area,Floor,Building Floors,Condition,Material,Address,Lift,Security,Internet,Playground,Sauna,Sewerage,Fridge,Telephone Line,Separate Bathrooms,Surveillance,Pool,Water,Microwave,Parking,AC,TV,Washing Machine,Cable TV,Furniture,Gas
0,2-комнатная квартира на продажу,83 875.2 у.е.,2,68.29 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
1,2-комнатная квартира на продажу,97 000 у.е.,2,66 м²,9,10,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1-комнатная квартира на продажу,31 500 у.е.,1,25 м²,1,3,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 3-й проезд Яккатол",0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3,3-комнатная квартира на продажу,115 000 у.е.,3,82 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мингурик, улица Тараса Шевченко",1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
4,3-комнатная квартира на продажу,100 000 у.е.,3,70 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3-комнатная квартира на продажу,115 000 у.е.,3,94 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Навбахор, улица Мехр",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1-комнатная квартира на продажу,51 990.59 у.е.,1,42.33 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
7,2-комнатная квартира на продажу,69 500 у.е.,2,63 м²,7,9,Средний,Монолитный,"город Ташкент, Шайхантахурский район, массив Хадра, улица Себзар",1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1
8,1-комнатная квартира на продажу,30 500 у.е.,1,22 м²,1,1,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Инокобод",0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
9,3-комнатная квартира на продажу,175 000 у.е.,3,83 м²,4,10,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мирзо Улугбек, улица Ниёзбек Йули",1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1
10,3-комнатная квартира на продажу,76 500 у.е.,3,70 м²,2,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ахилобод, улица Ниязбек",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2-комнатная квартира на продажу,68 700 у.е.,2,45 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2-комнатная квартира на продажу,46 000 у.е.,2,46.67 м²,1,3,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3-комнатная квартира на продажу,86 000 у.е.,3,72 м²,1,9,Требует ремонта,Кирпичный,"город Ташкент, Яшнободский район, жилой комплекс Эльбек",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14,2-комнатная квартира на продажу,65 800 у.е.,2,60 м²,2,9,Евроремонт,Монолитный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Янги Хаёт, 7-й проезд Кулолкургон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4-комнатная квартира на продажу,130 000 у.е.,4,130 м²,1,9,Евроремонт,Панельный,"город Ташкент, Учтепинский район, махаллинский сход граждан Ватанпарвар",1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
16,2-комнатная квартира на продажу,69 000 у.е.,2,48 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта Чиланзар-3",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
17,2-комнатная квартира на продажу,66 999 у.е.,2,50 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта Чиланзар-3",0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1
18,1-комнатная квартира на продажу,42 508.72 у.е.,1,34.61 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
19,1-комнатная квартира на продажу,51 555 у.е.,1,42 м²,1,4,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, 26-й квартал",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
20,2-комнатная квартира на продажу,56 500 у.е.,2,58 м²,5,7,Евроремонт,Кирпичный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Янгихаёт",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3-комнатная квартира на продажу,108 000 у.е.,3,72 м²,2,9,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Буюк Туран, улица Осиё",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3-комнатная квартира на продажу,85 000 у.е.,3,75 м²,5,9,Авторский проект,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Турон, улица Паркент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3-комнатная квартира на продажу,80 500 у.е.,3,72 м²,3,4,Авторский проект,Панельный,"город Ташкент, Юнусабадский район, 6-й квартал",0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0
24,3-комнатная квартира на продажу,84 000 у.е.,3,72 м²,1,4,Авторский проект,Панельный,"город Ташкент, Алмазарский район, массив Чимбай",0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
25,4-комнатная квартира на продажу,170 000 у.е.,4,136 м²,6,8,Авторский проект,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Ачабад, 30-й тупик Сагбан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3-комнатная квартира на продажу,290 000 у.е.,3,80 м²,9,16,Евроремонт,Монолитный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Ракатбаши, улица Бурижар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2-комнатная квартира на продажу,62 000 у.е.,2,62 м²,2,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3-комнатная квартира на продажу,75 000 у.е.,3,74 м²,4,9,Авторский проект,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа",1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
29,3-комнатная квартира на продажу,67 999 у.е.,3,70 м²,3,4,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
30,2-комнатная квартира на продажу,31 000 у.е.,2,31 м²,3,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Фазогир, улица Иззат",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2-комнатная квартира на продажу,83 875.2 у.е.,2,68.29 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
32,3-комнатная квартира на продажу,78 999 у.е.,3,70 м²,2,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
33,2-комнатная квартира на продажу,70 999 у.е.,2,50 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
34,2-комнатная квартира на продажу,80 999 у.е.,2,56 м²,3,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
35,2-комнатная квартира на продажу,78 999 у.е.,2,54 м²,3,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
36,2-комнатная квартира на продажу,67 555 у.е.,2,50 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
37,2-комнатная квартира на продажу,74 896.91 у.е.,2,60.98 м²,8,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
38,1-комнатная квартира на продажу,46 555 у.е.,1,30 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
39,2-комнатная квартира на продажу,36 000 у.е.,2,35 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2-комнатная квартира на продажу,58 000 у.е.,2,50.88 м²,3,7,Евроремонт,Кирпичный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Орият",1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
41,2-комнатная квартира на продажу,57 500 у.е.,2,61 м²,5,5,Авторский проект,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3-комнатная квартира на продажу,85 000 у.е.,3,70 м²,4,9,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3-комнатная квартира на продажу,84 000 у.е.,3,72 м²,1,4,Авторский проект,Панельный,"город Ташкент, Алмазарский район, массив Чимбай",0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
44,2-комнатная квартира на продажу,42 500 у.е.,2,39 м²,3,3,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Минглола",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2-комнатная квартира на продажу,42 000 у.е.,2,55 м²,2,2,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3-комнатная квартира на продажу,65 000 у.е.,3,72 м²,2,4,Требует ремонта,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Олтинводий, улица Олтинводий",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1-комнатная квартира на продажу,38 500 у.е.,1,34 м²,2,2,Авторский проект,Кирпичный,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3-комнатная квартира на продажу,70 500 у.е.,3,80 м²,5,5,Авторский проект,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3-комнатная квартира на продажу,115 000 у.е.,3,103 м²,6,10,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, Nurafshon Saroy TJM, улица Тарих",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
50,2-комнатная квартира на продажу,65 243.09 у.е.,2,53.12 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
51,3-комнатная квартира на продажу,50 000 у.е.,3,60 м²,8,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Хосиятли, улица Иззат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1-комнатная квартира на продажу,45 000 у.е.,1,34 м²,3,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3-комнатная квартира на продажу,74 000 у.е.,3,72 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1-комнатная квартира на продажу,36 500 у.е.,1,30 м²,2,3,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гейдара Алиева",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2-комнатная квартира на продажу,42 000 у.е.,2,40 м²,2,2,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1-комнатная квартира на продажу,51 990.59 у.е.,1,42.33 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
57,2-комнатная квартира на продажу,39 900 у.е.,2,42 м²,2,4,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2-комнатная квартира на продажу,90 000 у.е.,2,75 м²,10,10,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
59,2-комнатная квартира на продажу,55 000 у.е.,2,50 м²,4,4,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3-комнатная квартира на продажу,83 500 у.е.,3,70 м²,1,9,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4-комнатная квартира на продажу,64 500 у.е.,4,75 м²,8,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Хосиятли, улица Иззат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2-комнатная квартира на продажу,83 875.2 у.е.,2,68.29 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
63,2-комнатная квартира на продажу,70 999 у.е.,2,50 м²,4,5,Евроремонт,Панельный,"город Ташкент, Учтепинский район, махаллинский сход граждан Кургантепа",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
64,2-комнатная квартира на продажу,58 000 у.е.,2,60 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Таллимаржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2-комнатная квартира на продажу,73 999 у.е.,2,50 м²,1,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
66,4-комнатная квартира на продажу,67 000 у.е.,4,73 м²,3,3,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3-комнатная квартира на продажу,43 500 у.е.,3,50 м²,1,2,Требует ремонта,Кирпичный,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4-комнатная квартира на продажу,170 000 у.е.,4,136 м²,6,8,Авторский проект,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Ачабад, 30-й тупик Сагбан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2-комнатная квартира на продажу,59 999 у.е.,2,50 м²,4,4,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта Чиланзар-3",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
70,1-комнатная квартира на продажу,45 600 у.е.,1,38 м²,5,5,Авторский проект,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1-комнатная квартира на продажу,27 000 у.е.,1,18 м²,1,5,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2-комнатная квартира на продажу,41 500 у.е.,2,55 м²,2,2,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3-комнатная квартира на продажу,85 000 у.е.,3,80 м²,4,5,Авторский проект,Панельный,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1-комнатная квартира на продажу,36 000 у.е.,1,33.23 м²,2,3,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1-комнатная квартира на продажу,51 990.59 у.е.,1,42.33 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
76,2-комнатная квартира на продажу,62 900 у.е.,2,50 м²,10,11,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Авиасозлар, улица Авиасозлар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1-комнатная квартира на продажу,42 000 у.е.,1,42 м²,9,12,Черновая отделка,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
78,3-комнатная квартира на продажу,53 000 у.е.,3,58 м²,5,5,Требует ремонта,Кирпичный,"город Ташкент, Учтепинский район, 25-й квартал",0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
79,2-комнатная квартира на продажу,79 800 у.е.,2,63 м²,4,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Замон, улица Янгизамон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2-комнатная квартира на продажу,79 800 у.е.,2,63 м²,8,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Сайхун",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,4-комнатная квартира на продажу,170 000 у.е.,4,136 м²,6,8,Авторский проект,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Ачабад, 30-й тупик Сагбан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1-комнатная квартира на продажу,39 800 у.е.,1,30 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гейдара Алиева",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2-комнатная квартира на продажу,64 000 у.е.,2,60 м²,5,7,Евроремонт,Кирпичный,"город Ташкент, Сергелийский район, массив Сергели-VIIа, улица Мирзы Турсунзаде",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2-комнатная квартира на продажу,65 000 у.е.,2,60 м²,2,4,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-2, улица Феруза",0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1
85,3-комнатная квартира на продажу,53 500 у.е.,3,65 м²,8,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Хосиятли, улица Иззат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2-комнатная квартира на продажу,59 500 у.е.,2,52 м²,4,5,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2-комнатная квартира на продажу,78 000 у.е.,2,71 м²,5,10,Черновая отделка,Монолитный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Буюк Ипак Йули, 5-й проезд Сайрам",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2-комнатная квартира на продажу,57 000 у.е.,2,50 м²,2,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3-комнатная квартира на продажу,41 900 у.е.,3,49 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Таллимаржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3-комнатная квартира на продажу,62 000 у.е.,3,68 м²,2,5,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2-комнатная квартира на продажу,38 500 у.е.,2,46 м²,8,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Хосиятли, улица Иззат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2-комнатная квартира на продажу,29 900 у.е.,2,50 м²,4,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3-комнатная квартира на продажу,84 000 у.е.,3,72 м²,1,4,Авторский проект,Панельный,"город Ташкент, Алмазарский район, массив Чимбай",0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
94,3-комнатная квартира на продажу,70 000 у.е.,3,72 м²,1,4,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2-комнатная квартира на продажу,57 900 у.е.,2,53 м²,4,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
96,1-комнатная квартира на продажу,48 999 у.е.,1,38 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Яккатут",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
97,2-комнатная квартира на продажу,69 555 у.е.,2,50 м²,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
98,1-комнатная квартира на продажу,53 750 у.е.,1,30 м²,1,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта Чиланзар-3",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
99,1-комнатная квартира на продажу,45 677.53 у.е.,1,37.19 м²,4,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
100,1-комнатная квартира на продажу,42 508.72 у.е.,1,34.61 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
101,1-комнатная квартира на продажу,53 999 у.е.,1,30 м²,1,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
102,2-комнатная квартира на продажу,41 250 у.е.,2,30 м²,1,4,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Найман",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1
103,2-комнатная квартира на продажу,76 999 у.е.,2,56 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 5-й квартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
104,1-комнатная квартира на продажу,78 000 у.е.,1,42 м²,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, массив Кашгар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2-комнатная квартира на продажу,68 999 у.е.,2,50 м²,4,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
106,2-комнатная квартира на продажу,89 439.04 у.е.,2,72.82 м²,8,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1-комнатная квартира на продажу,44 000 у.е.,1,33 м²,3,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шахриабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
